speech,noise,noise_start,noise_end,SNR,RT60,speech_RIR,noise_RIR,spk_id
dev/aac/id07276/r-AhMRMP3NA/00370,freesound/crowd/128921__a-row__kronprinsen-ljudlandskap_R_02_part_16kHz_mono,2485627,2578811,15,0.4811533482707486,dev/aac/id07276/r-AhMRMP3NA/00370_speechRIR,dev/aac/id07276/r-AhMRMP3NA/00370_noiseRIR,VOXCELEB2id07276
dev/aac/id01894/w0iSCbSCU7w/00137,fma_small/048/048015,19257,89913,8,0.825161603612971,dev/aac/id01894/w0iSCbSCU7w/00137_speechRIR,dev/aac/id01894/w0iSCbSCU7w/00137_noiseRIR,VOXCELEB2id01894
dev/aac/id08574/EWGAsdx9HsE/00067,fma_small/070/070403,99200,198400,4,0.5375605685825965,dev/aac/id08574/EWGAsdx9HsE/00067_speechRIR,dev/aac/id08574/EWGAsdx9HsE/00067_noiseRIR,VOXCELEB2id08574
dev/aac/id04257/WHlPnXrIfCw/00249,fma_small/005/005936,99200,198400,18,0.832430759253979,dev/aac/id04257/WHlPnXrIfCw/00249_speechRIR,dev/aac/id04257/WHlPnXrIfCw/00249_noiseRIR,VOXCELEB2id04257
dev/aac/id07276/gwJFNHiCLuI/00256,freesound/workshop/189817__iankath__general-atmosphere-of-metal-fabrication-workshop_L_05_part_16kHz_mono,3273600,3372800,10,0.49896685522961937,dev/aac/id07276/gwJFNHiCLuI/00256_speechRIR,dev/aac/id07276/gwJFNHiCLuI/00256_noiseRIR,VOXCELEB2id07276
dev/aac/id01729/3IvHwQwVVTo/00003,fma_small/031/031391,103307,188299,19,0.6321327883536185,dev/aac/id01729/3IvHwQwVVTo/00003_speechRIR,dev/aac/id01729/3IvHwQwVVTo/00003_noiseRIR,VOXCELEB2id01729
dev/aac/id03532/XtNYctIMD7Q/00217,fma_small/068/068354,199576,292760,15,0.685828899687406,dev/aac/id03532/XtNYctIMD7Q/00217_speechRIR,dev/aac/id03532/XtNYctIMD7Q/00217_noiseRIR,VOXCELEB2id03532
dev/aac/id02980/7xiPIUCCoks/00033,musan/noise/free-sound/noise-free-sound-0489,396800,496000,12,0.7801184730515989,dev/aac/id02980/7xiPIUCCoks/00033_speechRIR,dev/aac/id02980/7xiPIUCCoks/00033_noiseRIR,VOXCELEB2id02980
dev/aac/id02980/mQR6XSZtKRs/00406,fma_small/042/042377,198400,297600,14,0.35541703224047594,dev/aac/id02980/mQR6XSZtKRs/00406_speechRIR,dev/aac/id02980/mQR6XSZtKRs/00406_noiseRIR,VOXCELEB2id02980
dev/aac/id05696/2YkmfO2itoo/00018,fma_small/075/075436,297600,396800,3,0.440158119411355,dev/aac/id05696/2YkmfO2itoo/00018_speechRIR,dev/aac/id05696/2YkmfO2itoo/00018_noiseRIR,VOXCELEB2id05696
dev/aac/id04257/WHlPnXrIfCw/00247,fma_small/053/053457,225,80097,10,0.8230265254526246,dev/aac/id04257/WHlPnXrIfCw/00247_speechRIR,dev/aac/id04257/WHlPnXrIfCw/00247_noiseRIR,VOXCELEB2id04257
dev/aac/id03342/DB3IIVBqCiM/00037,fma_small/089/089474,0,99200,6,0.482479776224725,dev/aac/id03342/DB3IIVBqCiM/00037_speechRIR,dev/aac/id03342/DB3IIVBqCiM/00037_noiseRIR,VOXCELEB2id03342
dev/aac/id06029/Ml1s3_kFwCY/00020,fma_small/080/080686,198400,297600,17,0.48433810142769596,dev/aac/id06029/Ml1s3_kFwCY/00020_speechRIR,dev/aac/id06029/Ml1s3_kFwCY/00020_noiseRIR,VOXCELEB2id06029
dev/aac/id01369/_1Bt5cANQ5o/00085,fma_small/127/127358,300114,363602,19,0.5772801412020816,dev/aac/id01369/_1Bt5cANQ5o/00085_speechRIR,dev/aac/id01369/_1Bt5cANQ5o/00085_noiseRIR,VOXCELEB2id01369
dev/aac/id03263/X6aR61nDhFk/00076,fma_small/098/098585,198515,278387,8,0.41751778022876695,dev/aac/id03263/X6aR61nDhFk/00076_speechRIR,dev/aac/id03263/X6aR61nDhFk/00076_noiseRIR,VOXCELEB2id03263
dev/aac/id06403/IhzOaIL7gR8/00046,BUT/motor/WashingMachine_motor01_R_01_part_16kHz_mono,3285296,3353904,11,0.6701889781951995,dev/aac/id06403/IhzOaIL7gR8/00046_speechRIR,dev/aac/id06403/IhzOaIL7gR8/00046_noiseRIR,VOXCELEB2id06403
dev/aac/id03679/piotNBUjLRY/00222,fma_small/124/124425,396800,496000,9,0.5253255117114015,dev/aac/id03679/piotNBUjLRY/00222_speechRIR,dev/aac/id03679/piotNBUjLRY/00222_noiseRIR,VOXCELEB2id03679
dev/aac/id04151/e6x7lpLH9NY/00326,freesound/crowd/14604__acclivity__tottenhamcourtroad_L_02_part_16kHz_mono,2698467,2776291,14,0.4566331244415206,dev/aac/id04151/e6x7lpLH9NY/00326_speechRIR,dev/aac/id04151/e6x7lpLH9NY/00326_noiseRIR,VOXCELEB2id04151
dev/aac/id00316/T7kodlAL0c0/00073,fma_small/014/014541,205937,288881,9,0.5621938960801736,dev/aac/id00316/T7kodlAL0c0/00073_speechRIR,dev/aac/id00316/T7kodlAL0c0/00073_noiseRIR,VOXCELEB2id00316
dev/aac/id03679/piotNBUjLRY/00265,fma_small/052/052121,396800,496000,13,0.3342958799418504,dev/aac/id03679/piotNBUjLRY/00265_speechRIR,dev/aac/id03679/piotNBUjLRY/00265_noiseRIR,VOXCELEB2id03679
dev/aac/id03342/DB3IIVBqCiM/00032,freesound/crowd/4173__schluppipuppie__street01_R_01_part_16kHz_mono,2679686,2776966,11,0.7994726794592908,dev/aac/id03342/DB3IIVBqCiM/00032_speechRIR,dev/aac/id03342/DB3IIVBqCiM/00032_noiseRIR,VOXCELEB2id03342
dev/aac/id08574/egPUMz_Ce28/00182,freesound/workshop/62282__robinhood76__00517-alchemist-laboratory-arrangement_L_01_part_16kHz_mono,797571,891779,11,0.7299397169149605,dev/aac/id08574/egPUMz_Ce28/00182_speechRIR,dev/aac/id08574/egPUMz_Ce28/00182_noiseRIR,VOXCELEB2id08574
dev/aac/id05615/UumPqkXAX-4/00204,fma_small/073/073344,297600,396800,14,0.8674369570782641,dev/aac/id05615/UumPqkXAX-4/00204_speechRIR,dev/aac/id05615/UumPqkXAX-4/00204_noiseRIR,VOXCELEB2id05615
dev/aac/id09049/O2DWjBBML0o/00228,freesound/city/20696__sagetyrtle__freecitystreet_R_01_part_16kHz_mono,3105319,3173927,10,0.6320672317944465,dev/aac/id09049/O2DWjBBML0o/00228_speechRIR,dev/aac/id09049/O2DWjBBML0o/00228_noiseRIR,VOXCELEB2id09049
dev/aac/id07276/gwJFNHiCLuI/00286,freesound/crowd/127590__klankbeeld__down-town-street-ambience-01_R_02_part_16kHz_mono,992837,1091141,10,0.5368327587014016,dev/aac/id07276/gwJFNHiCLuI/00286_speechRIR,dev/aac/id07276/gwJFNHiCLuI/00286_noiseRIR,VOXCELEB2id07276
dev/aac/id01458/OWYV3zPXx64/00035,fma_small/072/072289,7418,97530,13,0.8459957580250761,dev/aac/id01458/OWYV3zPXx64/00035_speechRIR,dev/aac/id01458/OWYV3zPXx64/00035_noiseRIR,VOXCELEB2id01458
dev/aac/id07562/L3Mf6d57ljk/00101,freesound/restaurant/171370__klankbeeld__coffee-corner-calm-001_L_02_part_16kHz_mono,2284525,2357229,18,0.3216431642533216,dev/aac/id07562/L3Mf6d57ljk/00101_speechRIR,dev/aac/id07562/L3Mf6d57ljk/00101_noiseRIR,VOXCELEB2id07562
dev/aac/id04257/0qafTqCuxKg/00007,fma_small/001/001642,316615,395463,5,0.836441199157061,dev/aac/id04257/0qafTqCuxKg/00007_speechRIR,dev/aac/id04257/0qafTqCuxKg/00007_noiseRIR,VOXCELEB2id04257
dev/aac/id08574/1tEp5litSkw/00004,musan/noise/free-sound/noise-free-sound-0335,427670,491158,19,0.6254977385284357,dev/aac/id08574/1tEp5litSkw/00004_speechRIR,dev/aac/id08574/1tEp5litSkw/00004_noiseRIR,VOXCELEB2id08574
dev/aac/id03884/nzmAav8yCkI/00037,fma_small/109/109925,212997,286725,17,0.39772478167691205,dev/aac/id03884/nzmAav8yCkI/00037_speechRIR,dev/aac/id03884/nzmAav8yCkI/00037_noiseRIR,VOXCELEB2id03884
dev/aac/id06403/zSEiTf5svZM/00295,fma_small/109/109962,198806,296086,12,0.5353500188768817,dev/aac/id06403/zSEiTf5svZM/00295_speechRIR,dev/aac/id06403/zSEiTf5svZM/00295_noiseRIR,VOXCELEB2id06403
dev/aac/id03313/aB11nel7Hlk/00283,fma_small/115/115268,100303,181199,5,0.4374417156786415,dev/aac/id03313/aB11nel7Hlk/00283_speechRIR,dev/aac/id03313/aB11nel7Hlk/00283_noiseRIR,VOXCELEB2id03313
dev/aac/id08953/yOvMhw3Pu78/00452,freesound/shop/76250__digitopia__09-07-13-1815-livraria-lello-e-irmao_R_01_part_16kHz_mono,1688006,1766854,16,0.7475930685288295,dev/aac/id08953/yOvMhw3Pu78/00452_speechRIR,dev/aac/id08953/yOvMhw3Pu78/00452_noiseRIR,VOXCELEB2id08953
dev/aac/id05696/2YkmfO2itoo/00013,fma_small/093/093950,99200,198400,6,0.4383138196838543,dev/aac/id05696/2YkmfO2itoo/00013_speechRIR,dev/aac/id05696/2YkmfO2itoo/00013_noiseRIR,VOXCELEB2id05696
dev/aac/id07624/j6l1t23QPbI/00431,fma_small/053/053591,198400,297600,11,0.543637238569135,dev/aac/id07624/j6l1t23QPbI/00431_speechRIR,dev/aac/id07624/j6l1t23QPbI/00431_noiseRIR,VOXCELEB2id07624
dev/aac/id03679/lSfII8OvqY0/00200,fma_small/011/011242,26136,95768,14,0.7037914680824836,dev/aac/id03679/lSfII8OvqY0/00200_speechRIR,dev/aac/id03679/lSfII8OvqY0/00200_noiseRIR,VOXCELEB2id03679
dev/aac/id01827/2CCgJT7PFus/00039,fma_small/120/120773,109218,187042,3,0.4123417871543356,dev/aac/id01827/2CCgJT7PFus/00039_speechRIR,dev/aac/id01827/2CCgJT7PFus/00039_noiseRIR,VOXCELEB2id01827
dev/aac/id04161/qfCUH3WvL_U/00132,fma_small/012/012355,198400,297600,12,0.6122809002331036,dev/aac/id04161/qfCUH3WvL_U/00132_speechRIR,dev/aac/id04161/qfCUH3WvL_U/00132_noiseRIR,VOXCELEB2id04161
dev/aac/id02980/mQR6XSZtKRs/00407,musan/noise/free-sound/noise-free-sound-0244,1190400,1289600,17,0.415511151853631,dev/aac/id02980/mQR6XSZtKRs/00407_speechRIR,dev/aac/id02980/mQR6XSZtKRs/00407_noiseRIR,VOXCELEB2id02980
dev/aac/id06794/pGCT1RfcL68/00140,fma_small/012/012350,99200,198400,6,0.3232935144948865,dev/aac/id06794/pGCT1RfcL68/00140_speechRIR,dev/aac/id06794/pGCT1RfcL68/00140_noiseRIR,VOXCELEB2id06794
dev/aac/id03215/uiCp2va0VAg/00379,fma_small/075/075390,0,99200,19,0.49620685923546604,dev/aac/id03215/uiCp2va0VAg/00379_speechRIR,dev/aac/id03215/uiCp2va0VAg/00379_noiseRIR,VOXCELEB2id03215
dev/aac/id04257/WHlPnXrIfCw/00245,freesound/motor/181616__ancorapazzo__fridge-hum_R_01_part_16kHz_mono,98,98402,9,0.4899323392063003,dev/aac/id04257/WHlPnXrIfCw/00245_speechRIR,dev/aac/id04257/WHlPnXrIfCw/00245_noiseRIR,VOXCELEB2id04257
dev/aac/id02980/7xiPIUCCoks/00032,freesound/shop/76250__digitopia__09-07-13-1815-livraria-lello-e-irmao_L_01_part_16kHz_mono,297600,396800,10,0.6548537811537517,dev/aac/id02980/7xiPIUCCoks/00032_speechRIR,dev/aac/id02980/7xiPIUCCoks/00032_noiseRIR,VOXCELEB2id02980
dev/aac/id08282/WF9O1kvoYqc/00192,fma_small/108/108812,404467,475123,11,0.5656891623773715,dev/aac/id08282/WF9O1kvoYqc/00192_speechRIR,dev/aac/id08282/WF9O1kvoYqc/00192_noiseRIR,VOXCELEB2id08282
dev/aac/id00770/KZjy-K4twmc/00117,fma_small/124/124918,297600,396800,11,0.31738990926584815,dev/aac/id00770/KZjy-K4twmc/00117_speechRIR,dev/aac/id00770/KZjy-K4twmc/00117_noiseRIR,VOXCELEB2id00770
dev/aac/id04379/5aOfpGYXg5g/00027,fma_small/091/091179,222379,295083,13,0.7666724245737195,dev/aac/id04379/5aOfpGYXg5g/00027_speechRIR,dev/aac/id04379/5aOfpGYXg5g/00027_noiseRIR,VOXCELEB2id04379
dev/aac/id01458/HSfRQbGLST0/00015,fma_small/050/050754,406312,492328,4,0.4398449177115412,dev/aac/id01458/HSfRQbGLST0/00015_speechRIR,dev/aac/id01458/HSfRQbGLST0/00015_noiseRIR,VOXCELEB2id01458
dev/aac/id07080/cVZVRG67KP4/00342,fma_small/143/143219,15313,95185,9,0.743468565875852,dev/aac/id07080/cVZVRG67KP4/00342_speechRIR,dev/aac/id07080/cVZVRG67KP4/00342_noiseRIR,VOXCELEB2id07080
dev/aac/id03313/fHMPtYvZ8tM/00305,fma_small/148/148002,412061,482717,8,0.6872324441014661,dev/aac/id03313/fHMPtYvZ8tM/00305_speechRIR,dev/aac/id03313/fHMPtYvZ8tM/00305_noiseRIR,VOXCELEB2id03313
dev/aac/id07956/pwzXP9HoWAw/00440,fma_small/055/055100,397242,495546,12,0.3797424523318663,dev/aac/id07956/pwzXP9HoWAw/00440_speechRIR,dev/aac/id07956/pwzXP9HoWAw/00440_noiseRIR,VOXCELEB2id07956
dev/aac/id00316/T7kodlAL0c0/00071,musan/noise/free-sound/noise-free-sound-0397,497064,584104,19,0.5276840366242602,dev/aac/id00316/T7kodlAL0c0/00071_speechRIR,dev/aac/id00316/T7kodlAL0c0/00071_noiseRIR,VOXCELEB2id00316
dev/aac/id06511/QVr35gfYlpg/00261,fma_small/024/024983,396800,496000,3,0.4323050093212668,dev/aac/id06511/QVr35gfYlpg/00261_speechRIR,dev/aac/id06511/QVr35gfYlpg/00261_noiseRIR,VOXCELEB2id06511
dev/aac/id03342/sbkt1vPK8So/00266,fma_small/148/148133,397265,493521,14,0.3839842231860212,dev/aac/id03342/sbkt1vPK8So/00266_speechRIR,dev/aac/id03342/sbkt1vPK8So/00266_noiseRIR,VOXCELEB2id03342
dev/aac/id07956/7kdbv1SZPqU/00036,fma_small/060/060873,9011,78643,5,0.709963266088377,dev/aac/id07956/7kdbv1SZPqU/00036_speechRIR,dev/aac/id07956/7kdbv1SZPqU/00036_noiseRIR,VOXCELEB2id07956
dev/aac/id00414/_I8ZA8yTWF4/00048,fma_small/135/135336,214645,278133,4,0.5011310236333567,dev/aac/id00414/_I8ZA8yTWF4/00048_speechRIR,dev/aac/id00414/_I8ZA8yTWF4/00048_noiseRIR,VOXCELEB2id00414
dev/aac/id03313/7Gf69J1Go98/00052,fma_small/013/013666,99200,198400,8,0.4222639910703453,dev/aac/id03313/7Gf69J1Go98/00052_speechRIR,dev/aac/id03313/7Gf69J1Go98/00052_noiseRIR,VOXCELEB2id03313
dev/aac/id05615/UumPqkXAX-4/00199,freesound/fan/86172__stevemannella__heating-vent-1-2_L_01_part_16kHz_mono,701348,780196,11,0.6651444673156894,dev/aac/id05615/UumPqkXAX-4/00199_speechRIR,dev/aac/id05615/UumPqkXAX-4/00199_noiseRIR,VOXCELEB2id05615
dev/aac/id07624/Xl-mzL-ipNs/00363,freesound/crowd/128921__a-row__kronprinsen-ljudlandskap_R_02_part_16kHz_mono,2480000,2579200,19,0.8408224433684304,dev/aac/id07624/Xl-mzL-ipNs/00363_speechRIR,dev/aac/id07624/Xl-mzL-ipNs/00363_noiseRIR,VOXCELEB2id07624
dev/aac/id09162/mrSDcYOdyn0/00039,fma_small/126/126414,396800,496000,3,0.48607333071117353,dev/aac/id09162/mrSDcYOdyn0/00039_speechRIR,dev/aac/id09162/mrSDcYOdyn0/00039_noiseRIR,VOXCELEB2id09162
dev/aac/id02267/tfAjAdTAqw8/00340,freesound/crowd/4173__schluppipuppie__street01_R_01_part_16kHz_mono,2678400,2777600,17,0.44537143118241374,dev/aac/id02267/tfAjAdTAqw8/00340_speechRIR,dev/aac/id02267/tfAjAdTAqw8/00340_noiseRIR,VOXCELEB2id02267
dev/aac/id08065/7p_glp5yoC0/00052,fma_small/044/044801,2604,97836,14,0.6991293498182012,dev/aac/id08065/7p_glp5yoC0/00052_speechRIR,dev/aac/id08065/7p_glp5yoC0/00052_noiseRIR,VOXCELEB2id08065
dev/aac/id07956/eRL9FKrjpMw/00314,fma_small/063/063655,307246,396334,17,0.8656966842753857,dev/aac/id07956/eRL9FKrjpMw/00314_speechRIR,dev/aac/id07956/eRL9FKrjpMw/00314_noiseRIR,VOXCELEB2id07956
dev/aac/id03786/1otEg6z2eGw/00011,fma_small/056/056640,99200,198400,16,0.4101803547757834,dev/aac/id03786/1otEg6z2eGw/00011_speechRIR,dev/aac/id03786/1otEg6z2eGw/00011_noiseRIR,VOXCELEB2id03786
dev/aac/id06724/jvdrFIgX_pA/00325,fma_small/131/131789,396800,496000,7,0.6470932562039488,dev/aac/id06724/jvdrFIgX_pA/00325_speechRIR,dev/aac/id06724/jvdrFIgX_pA/00325_noiseRIR,VOXCELEB2id06724
dev/aac/id06511/vKT3J_zhDj8/00465,fma_small/063/063900,409113,476697,8,0.5197468433156953,dev/aac/id06511/vKT3J_zhDj8/00465_speechRIR,dev/aac/id06511/vKT3J_zhDj8/00465_noiseRIR,VOXCELEB2id06511
dev/aac/id03215/6f5B0N0u9nE/00027,fma_small/097/097894,410748,490620,18,0.7358300884511719,dev/aac/id03215/6f5B0N0u9nE/00027_speechRIR,dev/aac/id03215/6f5B0N0u9nE/00027_noiseRIR,VOXCELEB2id03215
dev/aac/id02980/URK2EWm5mvI/00182,fma_small/112/112317,396921,463481,11,0.4156756818978027,dev/aac/id02980/URK2EWm5mvI/00182_speechRIR,dev/aac/id02980/URK2EWm5mvI/00182_noiseRIR,VOXCELEB2id02980
dev/aac/id07624/gJUQzsoN5fI/00417,fma_small/096/096946,397590,480534,4,0.6140392221276789,dev/aac/id07624/gJUQzsoN5fI/00417_speechRIR,dev/aac/id07624/gJUQzsoN5fI/00417_noiseRIR,VOXCELEB2id07624
dev/aac/id04257/WHlPnXrIfCw/00217,fma_small/113/113360,297600,396800,12,0.819093831634029,dev/aac/id04257/WHlPnXrIfCw/00217_speechRIR,dev/aac/id04257/WHlPnXrIfCw/00217_noiseRIR,VOXCELEB2id04257
dev/aac/id04358/fw4jhO7I4h0/00376,musan/noise/free-sound/noise-free-sound-0544,0,99200,8,0.8419048119786607,dev/aac/id04358/fw4jhO7I4h0/00376_speechRIR,dev/aac/id04358/fw4jhO7I4h0/00376_noiseRIR,VOXCELEB2id04358
dev/aac/id05696/PU-BSKDzjgc/00322,fma_small/113/113359,108111,191055,14,0.31699945225209647,dev/aac/id05696/PU-BSKDzjgc/00322_speechRIR,dev/aac/id05696/PU-BSKDzjgc/00322_noiseRIR,VOXCELEB2id05696
dev/aac/id06794/rxDi7H9Gt5M/00153,fma_small/000/000995,297600,396800,18,0.8568251285419632,dev/aac/id06794/rxDi7H9Gt5M/00153_speechRIR,dev/aac/id06794/rxDi7H9Gt5M/00153_noiseRIR,VOXCELEB2id06794
dev/aac/id07080/cVZVRG67KP4/00328,fma_small/038/038859,199765,288853,16,0.8811588736902667,dev/aac/id07080/cVZVRG67KP4/00328_speechRIR,dev/aac/id07080/cVZVRG67KP4/00328_noiseRIR,VOXCELEB2id07080
dev/aac/id04257/B3VkYo_crTA/00110,fma_small/056/056804,198400,297600,15,0.4917473824316466,dev/aac/id04257/B3VkYo_crTA/00110_speechRIR,dev/aac/id04257/B3VkYo_crTA/00110_noiseRIR,VOXCELEB2id04257
dev/aac/id04257/0qafTqCuxKg/00013,musan/noise/free-sound/noise-free-sound-0270,1996363,2080331,4,0.33898225760662115,dev/aac/id04257/0qafTqCuxKg/00013_speechRIR,dev/aac/id04257/0qafTqCuxKg/00013_noiseRIR,VOXCELEB2id04257
dev/aac/id08518/4Bpez-v16U4/00031,fma_small/083/083438,119032,195832,4,0.8821329481196403,dev/aac/id08518/4Bpez-v16U4/00031_speechRIR,dev/aac/id08518/4Bpez-v16U4/00031_noiseRIR,VOXCELEB2id08518
dev/aac/id07624/gJUQzsoN5fI/00412,fma_small/037/037423,113880,179416,13,0.7350180382128242,dev/aac/id07624/gJUQzsoN5fI/00412_speechRIR,dev/aac/id07624/gJUQzsoN5fI/00412_noiseRIR,VOXCELEB2id07624
dev/aac/id09049/O2DWjBBML0o/00144,fma_small/131/131794,109030,172518,9,0.6124124098035921,dev/aac/id09049/O2DWjBBML0o/00144_speechRIR,dev/aac/id09049/O2DWjBBML0o/00144_noiseRIR,VOXCELEB2id09049
dev/aac/id07562/kCjkPFM4yYQ/00145,freesound/workshop/189817__iankath__general-atmosphere-of-metal-fabrication-workshop_L_01_part_16kHz_mono,2399480,2474232,9,0.5101203355229296,dev/aac/id07562/kCjkPFM4yYQ/00145_speechRIR,dev/aac/id07562/kCjkPFM4yYQ/00145_noiseRIR,VOXCELEB2id07562
dev/aac/id04257/WHlPnXrIfCw/00218,fma_small/107/107956,397582,495886,6,0.34642352327500164,dev/aac/id04257/WHlPnXrIfCw/00218_speechRIR,dev/aac/id04257/WHlPnXrIfCw/00218_noiseRIR,VOXCELEB2id04257
dev/aac/id06105/kYhkMNPNcD0/00117,freesound/city/8061__schluppipuppie__street02_R_02_part_16kHz_mono,3472000,3571200,7,0.7743302241267573,dev/aac/id06105/kYhkMNPNcD0/00117_speechRIR,dev/aac/id06105/kYhkMNPNcD0/00117_noiseRIR,VOXCELEB2id06105
dev/aac/id03263/eJvCMfO6QPs/00205,freesound/restaurant/67191__benboncan__supermarket-cafe_L_02_part_16kHz_mono,3571200,3670400,12,0.5182746004957719,dev/aac/id03263/eJvCMfO6QPs/00205_speechRIR,dev/aac/id03263/eJvCMfO6QPs/00205_noiseRIR,VOXCELEB2id03263
dev/aac/id04899/Fe9BcCUoRaE/00011,fma_small/089/089192,430405,493893,7,0.503394438337333,dev/aac/id04899/Fe9BcCUoRaE/00011_speechRIR,dev/aac/id04899/Fe9BcCUoRaE/00011_noiseRIR,VOXCELEB2id04899
dev/aac/id02980/URK2EWm5mvI/00174,fma_small/099/099261,198400,297600,9,0.549225952025502,dev/aac/id02980/URK2EWm5mvI/00174_speechRIR,dev/aac/id02980/URK2EWm5mvI/00174_noiseRIR,VOXCELEB2id02980
dev/aac/id01458/PGhjjSIGA94/00040,fma_small/036/036643,304211,371795,11,0.8074701783522522,dev/aac/id01458/PGhjjSIGA94/00040_speechRIR,dev/aac/id01458/PGhjjSIGA94/00040_noiseRIR,VOXCELEB2id01458
dev/aac/id07276/gwJFNHiCLuI/00287,fma_small/049/049476,99200,198400,18,0.6559748073558288,dev/aac/id07276/gwJFNHiCLuI/00287_speechRIR,dev/aac/id07276/gwJFNHiCLuI/00287_noiseRIR,VOXCELEB2id07276
dev/aac/id03679/fN9xVNqMfSU/00145,fma_small/150/150288,404802,470338,10,0.8965576164963018,dev/aac/id03679/fN9xVNqMfSU/00145_speechRIR,dev/aac/id03679/fN9xVNqMfSU/00145_noiseRIR,VOXCELEB2id03679
dev/aac/id08065/7p_glp5yoC0/00036,fma_small/135/135219,101303,197559,7,0.6064023454030698,dev/aac/id08065/7p_glp5yoC0/00036_speechRIR,dev/aac/id08065/7p_glp5yoC0/00036_noiseRIR,VOXCELEB2id08065
dev/aac/id06105/kYhkMNPNcD0/00114,fma_small/035/035544,2763,75467,6,0.43136213181008654,dev/aac/id06105/kYhkMNPNcD0/00114_speechRIR,dev/aac/id06105/kYhkMNPNcD0/00114_noiseRIR,VOXCELEB2id06105
dev/aac/id07624/j6l1t23QPbI/00439,fma_small/109/109685,99200,198400,15,0.8512240673830862,dev/aac/id07624/j6l1t23QPbI/00439_speechRIR,dev/aac/id07624/j6l1t23QPbI/00439_noiseRIR,VOXCELEB2id07624
dev/aac/id02980/URK2EWm5mvI/00171,fma_small/014/014583,0,99200,15,0.40040403601183,dev/aac/id02980/URK2EWm5mvI/00171_speechRIR,dev/aac/id02980/URK2EWm5mvI/00171_noiseRIR,VOXCELEB2id02980
dev/aac/id07080/cVZVRG67KP4/00348,fma_small/114/114049,303086,368622,3,0.6536315752000483,dev/aac/id07080/cVZVRG67KP4/00348_speechRIR,dev/aac/id07080/cVZVRG67KP4/00348_noiseRIR,VOXCELEB2id07080
dev/aac/id01894/QcdkFyLtcAI/00062,fma_small/133/133772,198400,297600,9,0.7188473146766302,dev/aac/id01894/QcdkFyLtcAI/00062_speechRIR,dev/aac/id01894/QcdkFyLtcAI/00062_noiseRIR,VOXCELEB2id01894
dev/aac/id07276/Ge3UF2LfjEY/00075,freesound/library/202044__artemis-ch__library-sounds_R_02_part_16kHz_mono,198400,297600,5,0.445925519425002,dev/aac/id07276/Ge3UF2LfjEY/00075_speechRIR,dev/aac/id07276/Ge3UF2LfjEY/00075_noiseRIR,VOXCELEB2id07276
dev/aac/id08065/y7R_258P5_I/00440,musan/noise/free-sound/noise-free-sound-0726,101722,171354,13,0.5179113337761095,dev/aac/id08065/y7R_258P5_I/00440_speechRIR,dev/aac/id08065/y7R_258P5_I/00440_noiseRIR,VOXCELEB2id08065
dev/aac/id07098/988Z5mMzk6I/00083,fma_small/144/144946,299333,390469,16,0.3037381785228129,dev/aac/id07098/988Z5mMzk6I/00083_speechRIR,dev/aac/id07098/988Z5mMzk6I/00083_noiseRIR,VOXCELEB2id07098
dev/aac/id03786/urwaPGWup2E/00485,fma_small/069/069200,297600,396800,12,0.8912488514330816,dev/aac/id03786/urwaPGWup2E/00485_speechRIR,dev/aac/id03786/urwaPGWup2E/00485_noiseRIR,VOXCELEB2id03786
dev/aac/id03215/UGNHaXOV4OM/00177,fma_small/119/119993,198400,297600,10,0.6718936164854109,dev/aac/id03215/UGNHaXOV4OM/00177_speechRIR,dev/aac/id03215/UGNHaXOV4OM/00177_noiseRIR,VOXCELEB2id03215
dev/aac/id05584/VSRGTHy-zSY/00199,fma_small/132/132449,326173,390685,13,0.558305481937671,dev/aac/id05584/VSRGTHy-zSY/00199_speechRIR,dev/aac/id05584/VSRGTHy-zSY/00199_noiseRIR,VOXCELEB2id05584
dev/aac/id03215/6f5B0N0u9nE/00028,fma_small/040/040725,198400,297600,7,0.8617254864996682,dev/aac/id03215/6f5B0N0u9nE/00028_speechRIR,dev/aac/id03215/6f5B0N0u9nE/00028_noiseRIR,VOXCELEB2id03215
dev/aac/id04161/ttkm9xv6ofE/00146,musan/noise/free-sound/noise-free-sound-0235,2083200,2182400,13,0.6641117902353074,dev/aac/id04161/ttkm9xv6ofE/00146_speechRIR,dev/aac/id04161/ttkm9xv6ofE/00146_noiseRIR,VOXCELEB2id04161
dev/aac/id07276/gwJFNHiCLuI/00301,fma_small/066/066058,100807,195015,5,0.5524993363718116,dev/aac/id07276/gwJFNHiCLuI/00301_speechRIR,dev/aac/id07276/gwJFNHiCLuI/00301_noiseRIR,VOXCELEB2id07276
dev/aac/id02980/URK2EWm5mvI/00193,fma_small/126/126557,302727,381575,3,0.7976940915070764,dev/aac/id02980/URK2EWm5mvI/00193_speechRIR,dev/aac/id02980/URK2EWm5mvI/00193_noiseRIR,VOXCELEB2id02980
dev/aac/id03313/sJYTj-VI_L8/00403,musan/noise/free-sound/noise-free-sound-0015,694400,793600,14,0.7864435545537405,dev/aac/id03313/sJYTj-VI_L8/00403_speechRIR,dev/aac/id03313/sJYTj-VI_L8/00403_noiseRIR,VOXCELEB2id03313
dev/aac/id03532/G_3VhDyEvig/00142,musan/noise/free-sound/noise-free-sound-0073,1785600,1884800,19,0.3080847150802536,dev/aac/id03532/G_3VhDyEvig/00142_speechRIR,dev/aac/id03532/G_3VhDyEvig/00142_noiseRIR,VOXCELEB2id03532
